Tikr,KPI,Mar_2010,Mar_2011,Mar_2012,Mar_2013,Mar_2014,Mar_2015,Mar_2016,Mar_2017,Mar_2018,Mar_2019,Mar_2020,Mar_2021,TTM,Dec_2009,Dec_2010,Dec_2011,Dec_2012,Dec_2013,Dec_2014,Dec_2015,Dec_2016,Dec_2017,Dec_2018,Dec_2019,Dec_2020,Jun_2010,Jun_2011,Jun_2012,Jun_2013,Jun_2014,Jun_2015,Jun_2016,Jun_2017,Jun_2018,Jun_2019,Jun_2020,Jun_2021,Sep_2009,Sep_2010,Sep_2011,Sep_2012,Sep_2006,Sep_2007,Sep_2008,Mar_2009,Jun_2009,Sep_2013,Sep_2014,Sep_2015,Sep_2016,Sep_2017,Sep_2018,Sep_2019,Sep_2020,Mar_2008,Nov_2009,Dec_2008,Oct_2010,Oct_2011,Oct_2012,Oct_2013,Mar_2007,Mar_2006,Jun_2007,Jun_2008,Mar_2004,Mar_2003
GEEKAYWIRE,Depreciation,,0,0,0,0,0,1,1,1,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEEKAYWIRE,Profit before tax,,1,0,0,0,0,1,1,2,5,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEEKAYWIRE,Tax %,,-15%,-500%,10%,32%,21%,33%,32%,53%,42%,27%,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEEKAYWIRE,Net Profit,,1,0,0,0,0,1,1,1,3,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEEKAYWIRE,EPS in Rs,,1.24,0.12,0.36,0.34,0.46,1.30,1.30,0.98,2.74,6.21,6.03,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEEKAYWIRE,Dividend Payout %,,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUANTUM,Sales +,212,307,376,422,477,499,526,608,704,793,745,404,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUANTUM,Expenses +,174,262,333,362,402,435,460,490,556,637,625,374,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUANTUM,Operating Profit,38,46,43,60,76,64,65,118,148,156,119,30,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUANTUM,OPM %,18%,15%,12%,14%,16%,13%,12%,19%,21%,20%,16%,7%,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUANTUM,Other Income,1,2,2,1,3,1,1,3,3,9,9,1,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUANTUM,Interest,18,23,24,23,22,21,20,21,25,29,31,28,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUANTUM,Depreciation,12,15,15,16,19,13,14,15,19,25,32,35,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUANTUM,Profit before tax,9,10,5,21,37,32,33,84,107,111,65,-32,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUANTUM,Tax %,234%,-78%,32%,40%,10%,21%,25%,30%,32%,30%,-10%,60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUANTUM,Net Profit,-13,18,4,13,34,25,25,59,73,78,72,-13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUANTUM,EPS in Rs,-1.43,2.10,0.43,1.47,3.84,2.87,2.81,6.79,8.35,8.93,8.23,-1.46,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUANTUM,Dividend Payout %,-7%,5%,0%,0%,0%,3%,4%,3%,3%,6%,3%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASH,Sales +,64,72,76,76,105,111,111,145,151,202,206,217,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASH,Expenses +,52,58,59,65,87,91,91,124,135,172,171,172,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASH,Operating Profit,12,14,17,11,18,19,20,21,16,30,35,44,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASH,OPM %,19%,19%,22%,15%,17%,18%,18%,15%,11%,15%,17%,20%,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASH,Other Income,0,0,1,1,1,1,2,2,3,3,8,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASH,Interest,2,3,5,5,5,6,5,5,6,8,10,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASH,Depreciation,2,2,3,3,3,4,4,4,4,5,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASH,Profit before tax,8,9,10,4,10,11,13,14,9,21,28,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASH,Tax %,25%,26%,40%,33%,19%,29%,32%,28%,21%,17%,23%,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASH,Net Profit,6,7,6,2,8,8,9,10,7,17,22,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASH,EPS in Rs,15.12,15.92,8.64,2.59,8.42,8.18,9.14,10.80,6.20,14.51,18.43,23.33,23.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASH,Dividend Payout %,15%,13%,16%,27%,17%,20%,22%,0%,16%,10%,13%,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALOKINDS,Sales +,4214,6388,8901,,,22131,11749,8130,5334,3129,3140,3735,5707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2908,,19918,,,,,,,,,,,,,,,,,,,,
ALOKINDS,Expenses +,3100,4548,6342,,,17085,14620,10004,18431,3325,3438,4190,5319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2171,,14493,,,,,,,,,,,,,,,,,,,,
ALOKINDS,Operating Profit,1114,1840,2559,,,5046,-2871,-1875,-13098,-197,-298,-454,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737,,5425,,,,,,,,,,,,,,,,,,,,
ALOKINDS,OPM %,26%,29%,29%,,,23%,-24%,-23%,-246%,-6%,-9%,-12%,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25%,,27%,,,,,,,,,,,,,,,,,,,,
ALOKINDS,Other Income,172,-2,-56,,,224,233,35,102,7169,2129,-3219,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,-122,,,,,,,,,,,,,,,,,,,,
ALOKINDS,Interest,549,736,1150,,,3251,2705,3274,4683,4158,79,473,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,,2542,,,,,,,,,,,,,,,,,,,,
ALOKINDS,Depreciation,363,519,713,,,1461,1016,513,528,533,529,285,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234,,1361,,,,,,,,,,,,,,,,,,,,
ALOKINDS,Profit before tax,375,583,640,,,558,-6360,-5626,-18206,2281,1222,-4432,-314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285,,1400,,,,,,,,,,,,,,,,,,,,
ALOKINDS,Tax %,34%,31%,41%,,,38%,34%,38%,-0%,-0%,-0%,-32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34%,,34%,,,,,,,,,,,,,,,,,,,,
ALOKINDS,Net Profit,247,404,381,,,349,-4206,-3502,-18217,2282,1223,-5855,-272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,,920,,,,,,,,,,,,,,,,,,,,
ALOKINDS,EPS in Rs,1.88,3.08,2.76,,,2.53,-30.54,-25.43,-132.27,16.57,5.53,-11.79,-0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,,6.68,,,,,,,,,,,,,,,,,,,,
ALOKINDS,Dividend Payout %,8%,5%,7%,,,0%,0%,0%,0%,0%,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8%,,4%,,,,,,,,,,,,,,,,,,,,
GEEKAYWIRE,Sales +,,38,30,26,40,61,80,64,124,218,190,170,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEEKAYWIRE,Expenses +,,38,28,26,38,58,77,62,118,210,179,158,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEEKAYWIRE,Operating Profit,,1,1,-0,2,3,3,2,6,8,11,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEEKAYWIRE,OPM %,,2%,5%,-1%,6%,4%,4%,4%,5%,4%,6%,7%,2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEEKAYWIRE,Other Income,,0,0,1,0,0,1,3,3,7,7,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEEKAYWIRE,Interest,,0,1,0,2,2,2,4,5,8,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEEKAYWIRE,Depreciation,,0,0,0,0,0,1,1,1,2,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEEKAYWIRE,Profit before tax,,1,0,0,0,0,1,1,2,5,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEEKAYWIRE,Tax %,,-15%,-500%,10%,32%,21%,33%,32%,53%,42%,27%,29%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEEKAYWIRE,Net Profit,,1,0,0,0,0,1,1,1,3,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEEKAYWIRE,EPS in Rs,,1.24,0.12,0.36,0.34,0.46,1.30,1.30,0.98,2.74,6.21,6.03,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEEKAYWIRE,Dividend Payout %,,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,35%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUANTUM,Sales +,212,307,376,422,477,499,526,608,704,793,745,404,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUANTUM,Expenses +,174,262,333,362,402,435,460,490,556,637,625,374,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUANTUM,Operating Profit,38,46,43,60,76,64,65,118,148,156,119,30,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUANTUM,OPM %,18%,15%,12%,14%,16%,13%,12%,19%,21%,20%,16%,7%,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUANTUM,Other Income,1,2,2,1,3,1,1,3,3,9,9,1,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUANTUM,Interest,18,23,24,23,22,21,20,21,25,29,31,28,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUANTUM,Depreciation,12,15,15,16,19,13,14,15,19,25,32,35,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUANTUM,Profit before tax,9,10,5,21,37,32,33,84,107,111,65,-32,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUANTUM,Tax %,234%,-78%,32%,40%,10%,21%,25%,30%,32%,30%,-10%,60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUANTUM,Net Profit,-13,18,4,13,34,25,25,59,73,78,72,-13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUANTUM,EPS in Rs,-1.43,2.10,0.43,1.47,3.84,2.87,2.81,6.79,8.35,8.93,8.23,-1.46,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KUANTUM,Dividend Payout %,-7%,5%,0%,0%,0%,3%,4%,3%,3%,6%,3%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASH,Sales +,64,72,76,76,105,111,111,145,151,202,206,217,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASH,Expenses +,52,58,59,65,87,91,91,124,135,172,171,172,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASH,Operating Profit,12,14,17,11,18,19,20,21,16,30,35,44,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASH,OPM %,19%,19%,22%,15%,17%,18%,18%,15%,11%,15%,17%,20%,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASH,Other Income,0,0,1,1,1,1,2,2,3,3,8,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASH,Interest,2,3,5,5,5,6,5,5,6,8,10,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASH,Depreciation,2,2,3,3,3,4,4,4,4,5,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASH,Profit before tax,8,9,10,4,10,11,13,14,9,21,28,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASH,Tax %,25%,26%,40%,33%,19%,29%,32%,28%,21%,17%,23%,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASH,Net Profit,6,7,6,2,8,8,9,10,7,17,22,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASH,EPS in Rs,15.12,15.92,8.64,2.59,8.42,8.18,9.14,10.80,6.20,14.51,18.43,23.33,23.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JASH,Dividend Payout %,15%,13%,16%,27%,17%,20%,22%,0%,16%,10%,13%,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORCEMOT,Sales +,956,1565,2085,1973,2022,2364,3025,3069,3423,3652,3080,1988,2689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORCEMOT,Expenses +,952,1420,1964,1919,1925,2217,2751,2801,3155,3374,2811,1952,2613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORCEMOT,Operating Profit,4,144,122,54,97,147,274,268,267,278,269,36,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORCEMOT,OPM %,0%,9%,6%,3%,5%,6%,9%,9%,8%,8%,9%,2%,3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORCEMOT,Other Income,97,6,985,44,60,66,71,86,69,82,3,2,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORCEMOT,Interest,17,23,35,8,9,7,5,6,7,15,28,28,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORCEMOT,Depreciation,42,45,60,70,85,81,92,113,129,151,195,174,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORCEMOT,Profit before tax,43,82,1011,19,63,125,248,235,200,194,50,-164,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORCEMOT,Tax %,-41%,28%,18%,25%,-24%,19%,28%,23%,27%,24%,-17%,32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORCEMOT,Net Profit,60,59,824,14,78,101,179,180,147,147,58,-112,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORCEMOT,EPS in Rs,45.86,44.49,625.62,10.84,58.96,76.93,135.65,136.55,111.53,111.70,44.16,-84.89,-45.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORCEMOT,Dividend Payout %,7%,11%,2%,28%,5%,6%,7%,7%,9%,9%,23%,-6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KENNAMET,Sales +,,,,,,,,,,,,,871,,,,,,,,,,,,,372,507,562,490,545,570,570,652,793,927,641,811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KENNAMET,Expenses +,,,,,,,,,,,,,728,,,,,,,,,,,,,286,369,451,451,494,510,524,594,692,791,580,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KENNAMET,Operating Profit,,,,,,,,,,,,,142,,,,,,,,,,,,,87,138,111,39,51,60,46,58,101,136,61,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KENNAMET,OPM %,,,,,,,,,,,,,16%,,,,,,,,,,,,,23%,27%,20%,8%,9%,11%,8%,9%,13%,15%,10%,15%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KENNAMET,Other Income,,,,,,,,,,,,,7,,,,,,,,,,,,,11,12,10,8,-5,12,9,0,0,14,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KENNAMET,Interest,,,,,,,,,,,,,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KENNAMET,Depreciation,,,,,,,,,,,,,37,,,,,,,,,,,,,20,23,23,27,27,26,24,28,28,28,34,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KENNAMET,Profit before tax,,,,,,,,,,,,,112,,,,,,,,,,,,,77,128,99,20,20,46,31,30,73,122,40,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KENNAMET,Tax %,,,,,,,,,,,,,,,,,,,,,,,,,,32%,31%,31%,24%,13%,28%,32%,20%,28%,29%,20%,26%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KENNAMET,Net Profit,,,,,,,,,,,,,84,,,,,,,,,,,,,52,89,68,15,17,34,21,24,52,86,32,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KENNAMET,EPS in Rs,,,,,,,,,,,,,38.21,,,,,,,,,,,,,23.65,40.29,31.12,6.76,7.77,15.25,9.44,11.09,23.80,39.27,14.79,30.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KENNAMET,Dividend Payout %,,,,,,,,,,,,,,,,,,,,,,,,,,55%,87%,80%,0%,0%,13%,21%,18%,8%,5%,0%,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AARTIIND,Sales +,1276,1427,1667,2086,2619,2853,2934,3050,3699,4025,3994,4317,5101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AARTIIND,Expenses +,1075,1233,1422,1729,2223,2396,2404,2442,3043,3108,3065,3382,3976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AARTIIND,Operating Profit,201,194,245,356,396,456,530,608,657,917,930,935,1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AARTIIND,OPM %,16%,14%,15%,17%,15%,16%,18%,20%,18%,23%,23%,22%,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AARTIIND,Other Income,3,4,3,4,10,5,10,3,2,5,11,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AARTIIND,Interest,52,56,72,95,118,137,116,117,131,179,122,86,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AARTIIND,Depreciation,45,48,54,82,87,79,93,115,136,151,173,218,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AARTIIND,Profit before tax,107,94,122,184,201,246,331,379,392,591,646,632,779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AARTIIND,Tax %,35%,29%,29%,29%,26%,24%,24%,19%,19%,19%,19%,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AARTIIND,Net Profit,70,67,87,131,149,188,252,307,316,481,523,514,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AARTIIND,EPS in Rs,2.29,2.18,2.76,4.15,4.20,5.30,7.58,9.34,9.73,13.89,15.02,14.73,17.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AARTIIND,Dividend Payout %,27%,29%,32%,24%,27%,26%,28%,3%,3%,20%,12%,10%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABB,Sales +,,,,,,,,,,,,,6533,6234,6285,7447,7562,7719,7730,8136,8642,6094,6690,7315,5821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABB,Expenses +,,,,,,,,,,,,,6049,5679,6179,7091,7212,7230,7154,7402,7932,5669,6224,6777,5548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABB,Operating Profit,,,,,,,,,,,,,485,555,106,356,350,489,576,734,710,425,466,538,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABB,OPM %,,,,,,,,,,,,,7%,9%,2%,5%,5%,6%,7%,9%,8%,7%,7%,7%,5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABB,Other Income,,,,,,,,,,,,,166,65,81,38,7,3,14,6,122,267,339,26,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABB,Interest,,,,,,,,,,,,,14,44,35,46,57,116,122,106,108,62,60,28,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABB,Depreciation,,,,,,,,,,,,,110,49,52,80,94,103,113,160,151,101,93,90,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABB,Profit before tax,,,,,,,,,,,,,527,527,100,268,206,272,355,475,573,528,652,445,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABB,Tax %,,,,,,,,,,,,,,33%,37%,31%,33%,35%,36%,37%,35%,21%,22%,32%,25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABB,Net Profit,,,,,,,,,,,,,389,355,63,185,137,177,229,300,374,420,511,303,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABB,EPS in Rs,,,,,,,,,,,,,18.37,16.74,2.98,8.71,6.48,8.35,10.78,14.15,17.67,19.82,24.11,14.32,10.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABB,Dividend Payout %,,,,,,,,,,,,,,12%,67%,34%,46%,36%,34%,26%,23%,22%,20%,34%,48%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMJLAND,Sales +,218.00,225.77,225.08,209.05,241.39,291.48,12.38,18.81,27.39,20.51,17.12,11.21,9.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMJLAND,Expenses +,192.57,207.28,203.57,182.08,216.58,263.31,5.70,14.73,23.40,14.36,16.35,9.96,9.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMJLAND,Operating Profit,25.43,18.49,21.51,26.97,24.81,28.17,6.68,4.08,3.99,6.15,0.77,1.25,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMJLAND,OPM %,11.67%,8.19%,9.56%,12.90%,10.28%,9.66%,53.96%,21.69%,14.57%,29.99%,4.50%,11.15%,0.22%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMJLAND,Other Income,1.61,4.83,5.45,5.73,7.99,10.58,3.61,4.23,3.39,3.45,11.98,7.32,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMJLAND,Interest,1.51,4.52,6.10,7.53,9.51,9.92,0.85,0.49,0.18,0.08,0.02,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMJLAND,Depreciation,10.15,8.67,7.83,8.48,8.10,5.05,1.59,1.87,1.84,1.85,1.85,1.85,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMJLAND,Profit before tax,15.38,10.13,13.03,16.69,15.19,23.78,7.85,5.95,5.36,7.67,10.88,6.72,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
